currencyrateid,currencyratedate,fromcurrencycode,tocurrencycode,averagerate,endofdayrate,modifieddate
765,2022-07-27,USD,MXN,9.522,9.5229,2022-07-27 00:00:00.000
766,2022-07-27,USD,SAR,3.7504,3.7585,2022-07-27 00:00:00.000
767,2022-07-27,USD,VEB,651.75,651.75,2022-07-27 00:00:00.000
768,2022-07-28,USD,ARS,0.9999,0.999,2022-07-28 00:00:00.000
769,2022-07-28,USD,AUD,1.5187,1.5185,2022-07-28 00:00:00.000
770,2022-07-28,USD,BRL,1.829,1.821,2022-07-28 00:00:00.000
771,2022-07-28,USD,CAD,1.454,1.4535,2022-07-28 00:00:00.000
772,2022-07-28,USD,CNY,8.2804,8.2803,2022-07-28 00:00:00.000
773,2022-07-28,USD,DEM,1.8978,1.8976,2022-07-28 00:00:00.000
774,2022-07-28,USD,EUR,0.9704,0.9697,2022-07-28 00:00:00.000
775,2022-07-28,USD,FRF,6.3651,6.3646,2022-07-28 00:00:00.000
776,2022-07-28,USD,GBP,0.607,0.6065,2022-07-28 00:00:00.000
777,2022-07-28,USD,JPY,105.97,105.9,2022-07-28 00:00:00.000
778,2022-07-28,USD,MXN,9.5427,9.541,2022-07-28 00:00:00.000
779,2022-07-28,USD,SAR,3.7504,3.7484,2022-07-28 00:00:00.000
780,2022-07-28,USD,VEB,652.6499,652.5599,2022-07-28 00:00:00.000
781,2022-07-29,USD,ARS,0.9998,1.0003,2022-07-29 00:00:00.000
782,2022-07-29,USD,AUD,1.4998,1.5003,2022-07-29 00:00:00.000
783,2022-07-29,USD,BRL,1.8129,1.8149,2022-07-29 00:00:00.000
784,2022-07-29,USD,CAD,1.4508,1.4552,2022-07-29 00:00:00.000
785,2022-07-29,USD,CNY,8.2805,8.2815,2022-07-29 00:00:00.000
786,2022-07-29,USD,DEM,1.9075,1.9077,2022-07-29 00:00:00.000
787,2022-07-29,USD,EUR,0.9752,0.9758,2022-07-29 00:00:00.000
788,2022-07-29,USD,FRF,6.3975,6.3977,2022-07-29 00:00:00.000
789,2022-07-29,USD,GBP,0.6075,0.6076,2022-07-29 00:00:00.000
790,2022-07-29,USD,JPY,106.15,106.2,2022-07-29 00:00:00.000
791,2022-07-29,USD,MXN,9.4849,9.492,2022-07-29 00:00:00.000
792,2022-07-29,USD,SAR,3.7504,3.753,2022-07-29 00:00:00.000
793,2022-07-29,USD,VEB,652.5,652.5299,2022-07-29 00:00:00.000
794,2022-07-30,USD,ARS,0.9992,0.9989,2022-07-30 00:00:00.000
795,2022-07-30,USD,AUD,1.5015,1.5004,2022-07-30 00:00:00.000
796,2022-07-30,USD,BRL,1.8049,1.8,2022-07-30 00:00:00.000
797,2022-07-30,USD,CAD,1.45,1.4421,2022-07-30 00:00:00.000
798,2022-07-30,USD,CNY,8.2805,8.2797,2022-07-30 00:00:00.000
799,2022-07-30,USD,DEM,1.9285,1.9276,2022-07-30 00:00:00.000
800,2022-07-30,USD,EUR,0.9859,0.9857,2022-07-30 00:00:00.000
801,2022-07-30,USD,FRF,6.4679,6.4679,2022-07-30 00:00:00.000
802,2022-07-30,USD,GBP,0.6119,0.6115,2022-07-30 00:00:00.000
803,2022-07-30,USD,JPY,105.794,105.759,2022-07-30 00:00:00.000
804,2022-07-30,USD,MXN,9.4299,9.422,2022-07-30 00:00:00.000
805,2022-07-30,USD,SAR,3.7503,3.746,2022-07-30 00:00:00.000
806,2022-07-30,USD,VEB,651.85,651.8099,2022-07-30 00:00:00.000
807,2022-07-31,USD,ARS,0.9992,0.9996,2022-07-31 00:00:00.000
808,2022-07-31,USD,AUD,1.5038,1.5044,2022-07-31 00:00:00.000
809,2022-07-31,USD,BRL,1.8049,1.814,2022-07-31 00:00:00.000
810,2022-07-31,USD,CAD,1.45,1.4515,2022-07-31 00:00:00.000
811,2022-07-31,USD,CNY,8.2805,8.2809,2022-07-31 00:00:00.000
812,2022-07-31,USD,DEM,1.9296,1.9303,2022-07-31 00:00:00.000
813,2022-07-31,USD,EUR,0.9866,0.9875,2022-07-31 00:00:00.000
814,2022-07-31,USD,FRF,6.4715,6.4721,2022-07-31 00:00:00.000
815,2022-07-31,USD,GBP,0.6116,0.6118,2022-07-31 00:00:00.000
816,2022-07-31,USD,JPY,106.08,106.124,2022-07-31 00:00:00.000
817,2022-07-31,USD,MXN,9.4299,9.4369,2022-07-31 00:00:00.000
818,2022-07-31,USD,SAR,3.7503,3.7519,2022-07-31 00:00:00.000
819,2022-07-31,USD,VEB,651.85,651.9099,2022-07-31 00:00:00.000
820,2022-08-01,USD,ARS,0.9992,0.999,2022-08-01 00:00:00.000
821,2022-08-01,USD,AUD,1.5025,1.502,2022-08-01 00:00:00.000
822,2022-08-01,USD,BRL,1.8049,1.8049,2022-08-01 00:00:00.000
823,2022-08-01,USD,CAD,1.4502,1.441,2022-08-01 00:00:00.000
824,2022-08-01,USD,CNY,8.2805,8.2797,2022-08-01 00:00:00.000
825,2022-08-01,USD,DEM,1.9289,1.9283,2022-08-01 00:00:00.000
826,2022-08-01,USD,EUR,0.9861,0.9859,2022-08-01 00:00:00.000
827,2022-08-01,USD,FRF,6.4692,6.4688,2022-08-01 00:00:00.000
828,2022-08-01,USD,GBP,0.6116,0.6109,2022-08-01 00:00:00.000
829,2022-08-01,USD,JPY,105.906,105.854,2022-08-01 00:00:00.000
830,2022-08-01,USD,MXN,9.4299,9.4269,2022-08-01 00:00:00.000
831,2022-08-01,USD,SAR,3.7503,3.745,2022-08-01 00:00:00.000
832,2022-08-01,USD,VEB,651.85,651.84,2022-08-01 00:00:00.000
833,2022-08-02,USD,ARS,0.9999,1.0004,2022-08-02 00:00:00.000
834,2022-08-02,USD,AUD,1.5041,1.5045,2022-08-02 00:00:00.000
835,2022-08-02,USD,BRL,1.794,1.8,2022-08-02 00:00:00.000
836,2022-08-02,USD,CAD,1.4501,1.46,2022-08-02 00:00:00.000
837,2022-08-02,USD,CNY,8.28,8.2809,2022-08-02 00:00:00.000
838,2022-08-02,USD,DEM,1.934,1.9346,2022-08-02 00:00:00.000
839,2022-08-02,USD,EUR,0.9889,0.9899,2022-08-02 00:00:00.000
840,2022-08-02,USD,FRF,6.4866,6.4877,2022-08-02 00:00:00.000
841,2022-08-02,USD,GBP,0.6128,0.6128,2022-08-02 00:00:00.000
842,2022-08-02,USD,JPY,104.896,104.896,2022-08-02 00:00:00.000
843,2022-08-02,USD,MXN,9.429,9.4339,2022-08-02 00:00:00.000
844,2022-08-02,USD,SAR,3.7504,3.7536,2022-08-02 00:00:00.000
845,2022-08-02,USD,VEB,652.25,652.2899,2022-08-02 00:00:00.000
846,2022-08-03,USD,ARS,0.9999,0.999,2022-08-03 00:00:00.000
847,2022-08-03,USD,AUD,1.5017,1.5012,2022-08-03 00:00:00.000
848,2022-08-03,USD,BRL,1.7929,1.788,2022-08-03 00:00:00.000
849,2022-08-03,USD,CAD,1.4507,1.4409,2022-08-03 00:00:00.000
850,2022-08-03,USD,CNY,8.28,8.2791,2022-08-03 00:00:00.000
851,2022-08-03,USD,DEM,1.9307,1.9303,2022-08-03 00:00:00.000
852,2022-08-03,USD,EUR,0.987,0.9862,2022-08-03 00:00:00.000
853,2022-08-03,USD,FRF,6.4752,6.4749,2022-08-03 00:00:00.000
854,2022-08-03,USD,GBP,0.6109,0.6102,2022-08-03 00:00:00.000
855,2022-08-03,USD,JPY,105.744,105.693,2022-08-03 00:00:00.000
856,2022-08-03,USD,MXN,9.4183,9.4139,2022-08-03 00:00:00.000
857,2022-08-03,USD,SAR,3.7505,3.7498,2022-08-03 00:00:00.000
858,2022-08-03,USD,VEB,653.1,653.0199,2022-08-03 00:00:00.000
859,2022-08-04,USD,ARS,0.9998,1.0001,2022-08-04 00:00:00.000
860,2022-08-04,USD,AUD,1.5074,1.5082,2022-08-04 00:00:00.000
861,2022-08-04,USD,BRL,1.792,1.798,2022-08-04 00:00:00.000
862,2022-08-04,USD,CAD,1.452,1.4556,2022-08-04 00:00:00.000
863,2022-08-04,USD,CNY,8.2805,8.2813,2022-08-04 00:00:00.000
864,2022-08-04,USD,DEM,1.9321,1.9325,2022-08-04 00:00:00.000
865,2022-08-04,USD,EUR,0.9879,0.9883,2022-08-04 00:00:00.000
866,2022-08-04,USD,FRF,6.4804,6.4804,2022-08-04 00:00:00.000
867,2022-08-04,USD,GBP,0.6084,0.6092,2022-08-04 00:00:00.000
868,2022-08-04,USD,JPY,105.399,105.4929,2022-08-04 00:00:00.000
869,2022-08-04,USD,MXN,9.4137,9.423,2022-08-04 00:00:00.000
870,2022-08-04,USD,SAR,3.7505,3.7555,2022-08-04 00:00:00.000
871,2022-08-04,USD,VEB,653.0,653.0499,2022-08-04 00:00:00.000
872,2022-08-05,USD,ARS,0.9998,0.9996,2022-08-05 00:00:00.000
873,2022-08-05,USD,AUD,1.5027,1.5024,2022-08-05 00:00:00.000
874,2022-08-05,USD,BRL,1.784,1.7789,2022-08-05 00:00:00.000
875,2022-08-05,USD,CAD,1.4474,1.4413,2022-08-05 00:00:00.000
876,2022-08-05,USD,CNY,8.2802,8.2792,2022-08-05 00:00:00.000
877,2022-08-05,USD,DEM,1.9228,1.9228,2022-08-05 00:00:00.000
878,2022-08-05,USD,EUR,0.983,0.9829,2022-08-05 00:00:00.000
879,2022-08-05,USD,FRF,6.4486,6.4481,2022-08-05 00:00:00.000
880,2022-08-05,USD,GBP,0.6046,0.6041,2022-08-05 00:00:00.000
881,2022-08-05,USD,JPY,105.33,105.261,2022-08-05 00:00:00.000
882,2022-08-05,USD,MXN,9.4407,9.435,2022-08-05 00:00:00.000
883,2022-08-05,USD,SAR,3.7505,3.7452,2022-08-05 00:00:00.000
884,2022-08-05,USD,VEB,653.55,653.5,2022-08-05 00:00:00.000
885,2022-08-06,USD,ARS,0.9995,1.0001,2022-08-06 00:00:00.000
886,2022-08-06,USD,AUD,1.5101,1.5106,2022-08-06 00:00:00.000
887,2022-08-06,USD,BRL,1.7729,1.7769,2022-08-06 00:00:00.000
888,2022-08-06,USD,CAD,1.4415,1.446,2022-08-06 00:00:00.000
889,2022-08-06,USD,CNY,8.2803,8.2812,2022-08-06 00:00:00.000
890,2022-08-06,USD,DEM,1.9386,1.9389,2022-08-06 00:00:00.000
891,2022-08-06,USD,EUR,0.9911,0.9919,2022-08-06 00:00:00.000
892,2022-08-06,USD,FRF,6.5016,6.5019,2022-08-06 00:00:00.000
893,2022-08-06,USD,GBP,0.6065,0.607,2022-08-06 00:00:00.000
894,2022-08-06,USD,JPY,104.85,104.919,2022-08-06 00:00:00.000
895,2022-08-06,USD,MXN,9.48,9.486,2022-08-06 00:00:00.000
896,2022-08-06,USD,SAR,3.7505,3.7593,2022-08-06 00:00:00.000
897,2022-08-06,USD,VEB,653.0099,653.0499,2022-08-06 00:00:00.000
898,2022-08-07,USD,ARS,0.9995,0.999,2022-08-07 00:00:00.000
899,2022-08-07,USD,AUD,1.5076,1.5075,2022-08-07 00:00:00.000
900,2022-08-07,USD,BRL,1.7729,1.766,2022-08-07 00:00:00.000
901,2022-08-07,USD,CAD,1.4415,1.4335,2022-08-07 00:00:00.000
902,2022-08-07,USD,CNY,8.2803,8.2799,2022-08-07 00:00:00.000
903,2022-08-07,USD,DEM,1.9386,1.9377,2022-08-07 00:00:00.000
904,2022-08-07,USD,EUR,0.9911,0.9903,2022-08-07 00:00:00.000
905,2022-08-07,USD,FRF,6.5016,6.5012,2022-08-07 00:00:00.000
906,2022-08-07,USD,GBP,0.6065,0.6062,2022-08-07 00:00:00.000
907,2022-08-07,USD,JPY,104.85,104.781,2022-08-07 00:00:00.000
908,2022-08-07,USD,MXN,9.468,9.4659,2022-08-07 00:00:00.000
909,2022-08-07,USD,SAR,3.7505,3.7408,2022-08-07 00:00:00.000
910,2022-08-07,USD,VEB,653.0099,652.94,2022-08-07 00:00:00.000
911,2022-08-08,USD,ARS,0.9995,1.0,2022-08-08 00:00:00.000
912,2022-08-08,USD,AUD,1.5076,1.5085,2022-08-08 00:00:00.000
913,2022-08-08,USD,BRL,1.7729,1.776,2022-08-08 00:00:00.000
914,2022-08-08,USD,CAD,1.4415,1.445,2022-08-08 00:00:00.000
915,2022-08-08,USD,CNY,8.2803,8.2803,2022-08-08 00:00:00.000
916,2022-08-08,USD,DEM,1.9386,1.9395,2022-08-08 00:00:00.000
917,2022-08-08,USD,EUR,0.9911,0.9915,2022-08-08 00:00:00.000
918,2022-08-08,USD,FRF,6.5016,6.5016,2022-08-08 00:00:00.000
919,2022-08-08,USD,GBP,0.6065,0.6069,2022-08-08 00:00:00.000
920,2022-08-08,USD,JPY,105.261,105.264,2022-08-08 00:00:00.000
921,2022-08-08,USD,MXN,9.468,9.4749,2022-08-08 00:00:00.000
922,2022-08-08,USD,SAR,3.7505,3.7564,2022-08-08 00:00:00.000
923,2022-08-08,USD,VEB,653.0099,653.1,2022-08-08 00:00:00.000
924,2022-08-09,USD,ARS,0.9999,0.9996,2022-08-09 00:00:00.000
925,2022-08-09,USD,AUD,1.529,1.5281,2022-08-09 00:00:00.000
926,2022-08-09,USD,BRL,1.7729,1.768,2022-08-09 00:00:00.000
927,2022-08-09,USD,CAD,1.4433,1.4393,2022-08-09 00:00:00.000
928,2022-08-09,USD,CNY,8.2797,8.2796,2022-08-09 00:00:00.000
929,2022-08-09,USD,DEM,1.9435,1.9433,2022-08-09 00:00:00.000
930,2022-08-09,USD,EUR,0.9937,0.993,2022-08-09 00:00:00.000
931,2022-08-09,USD,FRF,6.5183,6.5179,2022-08-09 00:00:00.000
932,2022-08-09,USD,GBP,0.6057,0.6054,2022-08-09 00:00:00.000
933,2022-08-09,USD,JPY,105.685,105.63,2022-08-09 00:00:00.000
934,2022-08-09,USD,MXN,9.5312,9.5259,2022-08-09 00:00:00.000
935,2022-08-09,USD,SAR,3.7505,3.7423,2022-08-09 00:00:00.000
936,2022-08-09,USD,VEB,654.45,654.4199,2022-08-09 00:00:00.000
937,2022-08-10,USD,ARS,0.9998,1.0001,2022-08-10 00:00:00.000
938,2022-08-10,USD,AUD,1.526,1.5266,2022-08-10 00:00:00.000
939,2022-08-10,USD,BRL,1.7769,1.778,2022-08-10 00:00:00.000
940,2022-08-10,USD,CAD,1.4376,1.4438,2022-08-10 00:00:00.000
941,2022-08-10,USD,CNY,8.2794,8.28,2022-08-10 00:00:00.000
942,2022-08-10,USD,DEM,1.9537,1.9543,2022-08-10 00:00:00.000
943,2022-08-10,USD,EUR,0.9989,0.9993,2022-08-10 00:00:00.000
944,2022-08-10,USD,FRF,6.5522,6.5525,2022-08-10 00:00:00.000
945,2022-08-10,USD,GBP,0.608,0.6086,2022-08-10 00:00:00.000
946,2022-08-10,USD,JPY,106.021,106.033,2022-08-10 00:00:00.000
947,2022-08-10,USD,MXN,9.5292,9.5359,2022-08-10 00:00:00.000
948,2022-08-10,USD,SAR,3.7507,3.7561,2022-08-10 00:00:00.000
949,2022-08-10,USD,VEB,654.5,654.5399,2022-08-10 00:00:00.000
950,2022-08-11,USD,ARS,0.9998,0.9989,2022-08-11 00:00:00.000
951,2022-08-11,USD,AUD,1.5348,1.5347,2022-08-11 00:00:00.000
952,2022-08-11,USD,BRL,1.7789,1.772,2022-08-11 00:00:00.000
953,2022-08-11,USD,CAD,1.4384,1.4333,2022-08-11 00:00:00.000
954,2022-08-11,USD,CNY,8.2789,8.2783,2022-08-11 00:00:00.000
955,2022-08-11,USD,DEM,1.9527,1.952,2022-08-11 00:00:00.000
956,2022-08-11,USD,EUR,0.9983,0.9975,2022-08-11 00:00:00.000
957,2022-08-11,USD,FRF,6.5491,6.5484,2022-08-11 00:00:00.000
958,2022-08-11,USD,GBP,0.6102,0.6098,2022-08-11 00:00:00.000
959,2022-08-11,USD,JPY,105.703,105.632,2022-08-11 00:00:00.000
960,2022-08-11,USD,MXN,9.5137,9.5109,2022-08-11 00:00:00.000
961,2022-08-11,USD,SAR,3.7505,3.7437,2022-08-11 00:00:00.000
962,2022-08-11,USD,VEB,655.25,655.24,2022-08-11 00:00:00.000
963,2022-08-12,USD,ARS,0.9998,1.0001,2022-08-12 00:00:00.000
964,2022-08-12,USD,AUD,1.5283,1.5293,2022-08-12 00:00:00.000
965,2022-08-12,USD,BRL,1.78,1.786,2022-08-12 00:00:00.000
966,2022-08-12,USD,CAD,1.4357,1.4382,2022-08-12 00:00:00.000
967,2022-08-12,USD,CNY,8.279,8.2797,2022-08-12 00:00:00.000
968,2022-08-12,USD,DEM,1.9798,1.98,2022-08-12 00:00:00.000
969,2022-08-12,USD,EUR,1.0122,1.0125,2022-08-12 00:00:00.000
970,2022-08-12,USD,FRF,6.6398,6.6409,2022-08-12 00:00:00.000
971,2022-08-12,USD,GBP,0.6102,0.6111,2022-08-12 00:00:00.000
972,2022-08-12,USD,JPY,105.193,105.1949,2022-08-12 00:00:00.000
973,2022-08-12,USD,MXN,9.5403,9.5449,2022-08-12 00:00:00.000
974,2022-08-12,USD,SAR,3.7505,3.757,2022-08-12 00:00:00.000
975,2022-08-12,USD,VEB,655.25,655.3099,2022-08-12 00:00:00.000
976,2022-08-13,USD,ARS,1.0,0.9991,2022-08-13 00:00:00.000
977,2022-08-13,USD,AUD,1.576,1.5758,2022-08-13 00:00:00.000
978,2022-08-13,USD,BRL,1.794,1.7909,2022-08-13 00:00:00.000
979,2022-08-13,USD,CAD,1.4461,1.4398,2022-08-13 00:00:00.000
980,2022-08-13,USD,CNY,8.2789,8.278,2022-08-13 00:00:00.000
981,2022-08-13,USD,DEM,2.0032,2.0024,2022-08-13 00:00:00.000
982,2022-08-13,USD,EUR,1.0242,1.0236,2022-08-13 00:00:00.000
983,2022-08-13,USD,FRF,6.7186,6.7183,2022-08-13 00:00:00.000
984,2022-08-13,USD,GBP,0.6177,0.6172,2022-08-13 00:00:00.000
985,2022-08-13,USD,JPY,107.17,107.147,2022-08-13 00:00:00.000
986,2022-08-13,USD,MXN,9.6099,9.6039,2022-08-13 00:00:00.000
987,2022-08-13,USD,SAR,3.7505,3.7433,2022-08-13 00:00:00.000
988,2022-08-13,USD,VEB,654.6499,654.61,2022-08-13 00:00:00.000
989,2022-08-14,USD,ARS,1.0,1.0002,2022-08-14 00:00:00.000
990,2022-08-14,USD,AUD,1.576,1.5764,2022-08-14 00:00:00.000
991,2022-08-14,USD,BRL,1.798,1.8,2022-08-14 00:00:00.000
992,2022-08-14,USD,CAD,1.4472,1.454,2022-08-14 00:00:00.000
993,2022-08-14,USD,CNY,8.2789,8.2796,2022-08-14 00:00:00.000
994,2022-08-14,USD,DEM,2.0019,2.0023,2022-08-14 00:00:00.000
995,2022-08-14,USD,EUR,1.0235,1.0241,2022-08-14 00:00:00.000
996,2022-08-14,USD,FRF,6.714,6.7148,2022-08-14 00:00:00.000
997,2022-08-14,USD,GBP,0.6177,0.6179,2022-08-14 00:00:00.000
998,2022-08-14,USD,JPY,107.09,107.095,2022-08-14 00:00:00.000
999,2022-08-14,USD,MXN,9.6099,9.617,2022-08-14 00:00:00.000
1000,2022-08-14,USD,SAR,3.7505,3.7536,2022-08-14 00:00:00.000
1001,2022-08-14,USD,VEB,654.6499,654.72,2022-08-14 00:00:00.000
1002,2022-08-15,USD,ARS,1.0,0.9997,2022-08-15 00:00:00.000
1003,2022-08-15,USD,AUD,1.5698,1.5694,2022-08-15 00:00:00.000
1004,2022-08-15,USD,BRL,1.798,1.788,2022-08-15 00:00:00.000
1005,2022-08-15,USD,CAD,1.4462,1.4367,2022-08-15 00:00:00.000
1006,2022-08-15,USD,CNY,8.2789,8.2789,2022-08-15 00:00:00.000
1007,2022-08-15,USD,DEM,2.0017,2.0017,2022-08-15 00:00:00.000
1008,2022-08-15,USD,EUR,1.0235,1.0226,2022-08-15 00:00:00.000
1009,2022-08-15,USD,FRF,6.7138,6.7127,2022-08-15 00:00:00.000
1010,2022-08-15,USD,GBP,0.6176,0.6176,2022-08-15 00:00:00.000
1011,2022-08-15,USD,JPY,107.114,107.11,2022-08-15 00:00:00.000
1012,2022-08-15,USD,MXN,9.6099,9.602,2022-08-15 00:00:00.000
1013,2022-08-15,USD,SAR,3.7505,3.7412,2022-08-15 00:00:00.000
1014,2022-08-15,USD,VEB,654.6499,654.57,2022-08-15 00:00:00.000
1015,2022-08-16,USD,ARS,0.9998,1.0004,2022-08-16 00:00:00.000
1016,2022-08-16,USD,AUD,1.5712,1.572,2022-08-16 00:00:00.000
1017,2022-08-16,USD,BRL,1.785,1.7909,2022-08-16 00:00:00.000
1018,2022-08-16,USD,CAD,1.4459,1.4538,2022-08-16 00:00:00.000
1019,2022-08-16,USD,CNY,8.2784,8.2789,2022-08-16 00:00:00.000
1020,2022-08-16,USD,DEM,2.016,2.0164,2022-08-16 00:00:00.000
1021,2022-08-16,USD,EUR,1.0307,1.031,2022-08-16 00:00:00.000
1022,2022-08-16,USD,FRF,6.7617,6.7625,2022-08-16 00:00:00.000
1023,2022-08-16,USD,GBP,0.6191,0.62,2022-08-16 00:00:00.000
1024,2022-08-16,USD,JPY,107.459,107.549,2022-08-16 00:00:00.000
1025,2022-08-16,USD,MXN,9.5922,9.596,2022-08-16 00:00:00.000
1026,2022-08-16,USD,SAR,3.7505,3.7599,2022-08-16 00:00:00.000
1027,2022-08-16,USD,VEB,655.7599,655.7999,2022-08-16 00:00:00.000
1028,2022-08-17,USD,ARS,0.9998,0.9992,2022-08-17 00:00:00.000
1029,2022-08-17,USD,AUD,1.5834,1.5834,2022-08-17 00:00:00.000
1030,2022-08-17,USD,BRL,1.79,1.7849,2022-08-17 00:00:00.000
1031,2022-08-17,USD,CAD,1.4473,1.4438,2022-08-17 00:00:00.000
1032,2022-08-17,USD,CNY,8.2782,8.2777,2022-08-17 00:00:00.000
1033,2022-08-17,USD,DEM,2.0125,2.0118,2022-08-17 00:00:00.000
1034,2022-08-17,USD,EUR,1.0289,1.0283,2022-08-17 00:00:00.000
1035,2022-08-17,USD,FRF,6.75,6.7492,2022-08-17 00:00:00.000
1036,2022-08-17,USD,GBP,0.6191,0.6182,2022-08-17 00:00:00.000
1037,2022-08-17,USD,JPY,107.8289,107.822,2022-08-17 00:00:00.000
1038,2022-08-17,USD,MXN,9.5906,9.582,2022-08-17 00:00:00.000
1039,2022-08-17,USD,SAR,3.7505,3.7418,2022-08-17 00:00:00.000
1040,2022-08-17,USD,VEB,656.0099,655.99,2022-08-17 00:00:00.000
1041,2022-08-18,USD,ARS,0.9998,0.9999,2022-08-18 00:00:00.000
1042,2022-08-18,USD,AUD,1.569,1.5697,2022-08-18 00:00:00.000
1043,2022-08-18,USD,BRL,1.786,1.786,2022-08-18 00:00:00.000
1044,2022-08-18,USD,CAD,1.4399,1.446,2022-08-18 00:00:00.000
1045,2022-08-18,USD,CNY,8.2781,8.2788,2022-08-18 00:00:00.000
1046,2022-08-18,USD,DEM,2.004,2.0047,2022-08-18 00:00:00.000
1047,2022-08-18,USD,EUR,1.0246,1.0247,2022-08-18 00:00:00.000
1048,2022-08-18,USD,FRF,6.721,6.7214,2022-08-18 00:00:00.000
1049,2022-08-18,USD,GBP,0.622,0.6225,2022-08-18 00:00:00.000
1050,2022-08-18,USD,JPY,108.293,108.374,2022-08-18 00:00:00.000
1051,2022-08-18,USD,MXN,9.5503,9.554,2022-08-18 00:00:00.000
1052,2022-08-18,USD,SAR,3.7505,3.7566,2022-08-18 00:00:00.000
1053,2022-08-18,USD,VEB,656.75,656.75,2022-08-18 00:00:00.000
1054,2022-08-19,USD,ARS,0.9998,0.9989,2022-08-19 00:00:00.000
1055,2022-08-19,USD,AUD,1.5722,1.5718,2022-08-19 00:00:00.000
1056,2022-08-19,USD,BRL,1.785,1.782,2022-08-19 00:00:00.000
1057,2022-08-19,USD,CAD,1.4422,1.4323,2022-08-19 00:00:00.000
1058,2022-08-19,USD,CNY,8.2796,8.2786,2022-08-19 00:00:00.000
1059,2022-08-19,USD,DEM,1.9752,1.9748,2022-08-19 00:00:00.000
1060,2022-08-19,USD,EUR,1.0099,1.0089,2022-08-19 00:00:00.000
1061,2022-08-19,USD,FRF,6.6245,6.6239,2022-08-19 00:00:00.000
1062,2022-08-19,USD,GBP,0.626,0.6259,2022-08-19 00:00:00.000
1063,2022-08-19,USD,JPY,107.677,107.656,2022-08-19 00:00:00.000
1064,2022-08-19,USD,MXN,9.4953,9.489,2022-08-19 00:00:00.000
1065,2022-08-19,USD,SAR,3.7505,3.7429,2022-08-19 00:00:00.000
1066,2022-08-19,USD,VEB,656.8999,656.86,2022-08-19 00:00:00.000
1067,2022-08-20,USD,ARS,0.9993,0.9998,2022-08-20 00:00:00.000
1068,2022-08-20,USD,AUD,1.5714,1.5717,2022-08-20 00:00:00.000
1069,2022-08-20,USD,BRL,1.7689,1.778,2022-08-20 00:00:00.000
1070,2022-08-20,USD,CAD,1.4416,1.448,2022-08-20 00:00:00.000
1071,2022-08-20,USD,CNY,8.2796,8.2796,2022-08-20 00:00:00.000
1072,2022-08-20,USD,DEM,1.9908,1.9912,2022-08-20 00:00:00.000
1073,2022-08-20,USD,EUR,1.0179,1.0187,2022-08-20 00:00:00.000
1074,2022-08-20,USD,FRF,6.6772,6.6775,2022-08-20 00:00:00.000
1075,2022-08-20,USD,GBP,0.6284,0.6286,2022-08-20 00:00:00.000
1076,2022-08-20,USD,JPY,107.211,107.278,2022-08-20 00:00:00.000
1077,2022-08-20,USD,MXN,9.45,9.451,2022-08-20 00:00:00.000
1078,2022-08-20,USD,SAR,3.7505,3.7509,2022-08-20 00:00:00.000
1079,2022-08-20,USD,VEB,656.5,656.58,2022-08-20 00:00:00.000
1080,2022-08-21,USD,ARS,0.9993,0.9992,2022-08-21 00:00:00.000
1081,2022-08-21,USD,AUD,1.571,1.5703,2022-08-21 00:00:00.000
1082,2022-08-21,USD,BRL,1.77,1.7689,2022-08-21 00:00:00.000
1083,2022-08-21,USD,CAD,1.442,1.4327,2022-08-21 00:00:00.000
1084,2022-08-21,USD,CNY,8.2796,8.2791,2022-08-21 00:00:00.000
1085,2022-08-21,USD,DEM,1.988,1.9876,2022-08-21 00:00:00.000
1086,2022-08-21,USD,EUR,1.0165,1.0164,2022-08-21 00:00:00.000
1087,2022-08-21,USD,FRF,6.6676,6.6675,2022-08-21 00:00:00.000
1088,2022-08-21,USD,GBP,0.6284,0.628,2022-08-21 00:00:00.000
1089,2022-08-21,USD,JPY,107.39,107.316,2022-08-21 00:00:00.000
1090,2022-08-21,USD,MXN,9.45,9.4459,2022-08-21 00:00:00.000
1091,2022-08-21,USD,SAR,3.7505,3.7431,2022-08-21 00:00:00.000
1092,2022-08-21,USD,VEB,656.5,656.45,2022-08-21 00:00:00.000
1093,2022-08-22,USD,ARS,0.9993,1.0004,2022-08-22 00:00:00.000
1094,2022-08-22,USD,AUD,1.5683,1.5688,2022-08-22 00:00:00.000
1095,2022-08-22,USD,BRL,1.77,1.772,2022-08-22 00:00:00.000
1096,2022-08-22,USD,CAD,1.4404,1.4444,2022-08-22 00:00:00.000
1097,2022-08-22,USD,CNY,8.2796,8.2796,2022-08-22 00:00:00.000
1098,2022-08-22,USD,DEM,1.9879,1.9884,2022-08-22 00:00:00.000
1099,2022-08-22,USD,EUR,1.0164,1.017,2022-08-22 00:00:00.000
1100,2022-08-22,USD,FRF,6.6672,6.6673,2022-08-22 00:00:00.000
1101,2022-08-22,USD,GBP,0.6287,0.6288,2022-08-22 00:00:00.000
1102,2022-08-22,USD,JPY,107.269,107.3529,2022-08-22 00:00:00.000
1103,2022-08-22,USD,MXN,9.45,9.452,2022-08-22 00:00:00.000
1104,2022-08-22,USD,SAR,3.7504,3.7557,2022-08-22 00:00:00.000
1105,2022-08-22,USD,VEB,656.5,656.59,2022-08-22 00:00:00.000
1106,2022-08-23,USD,ARS,0.9998,0.9989,2022-08-23 00:00:00.000
