addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
13127,9903 East Lane,,Beaverton,58,97005,<memory at 0x0000022A99337100>,145eb4df-b8a2-4e8c-86eb-81cd961dc6aa,2024-07-26 00:00:00.000
13128,7324 Mt. Tri-state Ct.,,San Diego,9,92102,<memory at 0x0000022A993371C0>,64e38423-17d4-4be7-af15-1355ecaa62fc,2025-06-19 00:00:00.000
13129,5656 Via Delaware,,Sedro Woolley,79,98284,<memory at 0x0000022A99337280>,c4cc3355-10d5-4136-9a00-4f78f6d31128,2022-06-27 00:00:00.000
13130,"215, avenue de la Gare",,Saint Germain en Laye,164,78100,<memory at 0x0000022A99337340>,256af51f-60a3-4dc8-8294-37c88b95999c,2024-12-20 10:09:29.423
13131,"6, rue des Vendangeurs",,Croix,145,59170,<memory at 0x0000022A99337400>,bad076ac-97c5-4ee4-8d2b-afbd9a4d7eaa,2024-12-20 10:09:29.423
13132,3244 E Eagle Peak Rd.,,Port Hammond,7,V6B 3P7,<memory at 0x0000022A993374C0>,e30dce1e-beaf-4cce-a971-9ea0db51b509,2025-01-12 00:00:00.000
13133,"219, rue Descartes",,Les Ulis,177,91940,<memory at 0x0000022A99337580>,e427916e-b360-43c5-9314-f3de93e8430f,2024-12-20 10:09:29.423
13134,6448 Castle Court,,Chula Vista,9,91910,<memory at 0x0000022A99337640>,d2af90ca-cc24-42b7-b4ab-99cabc1e1738,2025-04-26 00:00:00.000
13135,5278 Tanager Court,,London,14,SE1 8HL,<memory at 0x0000022A99337700>,fd682ca1-4bc1-4037-938c-97f3b646041f,2024-10-03 00:00:00.000
13136,7943 Walnut Ave,,Chula Vista,9,91910,<memory at 0x0000022A993377C0>,f08ed6c5-3070-480c-8788-f3bab4e31eeb,2023-06-25 00:00:00.000
13137,"26, rue de lÃÂ´Esplanade",,Chatou,164,78400,<memory at 0x0000022A99337880>,e968cf0c-5e30-4532-b809-4e892305952b,2024-12-20 10:09:29.423
13138,7 Churchill Dr.,,Corvallis,58,97330,<memory at 0x0000022A99337940>,16d230d4-f5ae-42a5-803a-aeba80b59569,2024-12-25 00:00:00.000
13139,476 Bay Drive,,Hobart,71,7001,<memory at 0x0000022A99337A00>,d280a720-7b6e-484f-93fe-56e13057282e,2025-02-01 00:00:00.000
13140,7725 Camel Pl.,,Townsville,64,4810,<memory at 0x0000022A99337AC0>,5eded7ad-8660-4bfc-aa1d-377ecab73bc5,2025-01-27 00:00:00.000
13141,6834 Violetta,,York,14,YO15,<memory at 0x0000022A99337B80>,a0e01f64-1fbd-4d6e-b63a-c70d4395a6c6,2024-12-05 00:00:00.000
13142,8612 Pembrook Court,,Perth,66,6006,<memory at 0x0000022A99337C40>,c78027e6-ac7a-40a8-aafb-e4e0d14a46b2,2024-05-19 00:00:00.000
13143,3457 Bel Air Drive,,Redwood City,9,94063,<memory at 0x0000022A99337D00>,8e6f8bc8-23f0-412b-a7e4-671c52fd9dfd,2024-12-04 00:00:00.000
13144,8370 Birchwood Dr,,Imperial Beach,9,91932,<memory at 0x0000022A99337DC0>,18710a60-79f2-4144-89ca-16b310a1592a,2025-05-03 00:00:00.000
13145,2257 Gate Drive,,Silverwater,50,2264,<memory at 0x0000022A99337E80>,b8feb99b-11ce-4cca-8899-b7412dfaa652,2023-08-02 00:00:00.000
13146,Hauptstr 6057,,MÃÂ¼nchen,53,80074,<memory at 0x0000022A99337F40>,927a18e4-6e9d-4db7-84f8-4ed6f2291910,2024-08-28 00:00:00.000
13147,7902 Grammercy Lane,Unit C,Santa Cruz,9,95062,<memory at 0x0000022A99344040>,e5af4ce0-d122-4986-98c2-33be04651e8a,2024-05-08 00:00:00.000
13148,3070 Sahara Drive,,Gold Coast,64,4217,<memory at 0x0000022A99344100>,34908eb7-f31f-4825-9f22-53e6fc8bd408,2024-06-30 00:00:00.000
13149,934 Acardia Pl,,Watford,14,WA3,<memory at 0x0000022A993441C0>,6d1c330c-deef-4dee-9e51-dfb22a58e1ef,2025-01-29 00:00:00.000
13150,975 Madrid,,Concord,9,94519,<memory at 0x0000022A99344280>,029ff8e0-6abd-46ef-8e66-e9d38c163d92,2025-05-13 00:00:00.000
13151,494 Crown Court,,Bendigo,77,3550,<memory at 0x0000022A99344340>,9c415e91-5133-4920-8acd-b4f3a87d96e8,2024-10-29 00:00:00.000
13152,1962 Ferndale Lane,,Lemon Grove,9,91945,<memory at 0x0000022A99344400>,09c5985e-84f1-4545-8618-8b9e60d5d0fe,2022-12-04 00:00:00.000
13153,4912 Mellowood Street,,Sooke,7,V0,<memory at 0x0000022A993444C0>,25baddb5-8a41-4e0f-9534-68a6ed8f84ae,2024-10-08 00:00:00.000
13154,8361 Flora Ave.,,Runcorn,14,TY31,<memory at 0x0000022A99344580>,6d9ba44b-6245-4f38-97a1-c35fc0ad96d1,2025-03-22 00:00:00.000
13155,Zimmerstr 11,,Erlangen,8,91054,<memory at 0x0000022A99344640>,7d233ec9-6c21-41d5-acd3-fb2707ce55bd,2023-03-19 00:00:00.000
13156,6702 Smiling Tree Court,,Burbank,9,91502,<memory at 0x0000022A99344700>,c4f053f2-c5d6-48d9-b30c-e4d8aaa75a6f,2025-06-15 00:00:00.000
13157,97 Hermosa,,Salem,58,97301,<memory at 0x0000022A993447C0>,c18462f1-ae3a-4c98-b928-d366f855057a,2022-10-07 00:00:00.000
13158,Bundesallee 7576,,MÃÂ¼nchen,53,80074,<memory at 0x0000022A99344880>,5b0df73c-3807-453a-9079-f6ef75047beb,2025-01-04 00:00:00.000
13159,4312 Cambridge Drive,,Billericay,14,CM11,<memory at 0x0000022A99344940>,2abaa781-6dd6-40a2-a4d4-7c79687b9a82,2024-08-07 00:00:00.000
13160,6061 St. Paul Way,,Everett,79,98201,<memory at 0x0000022A99344A00>,f3d9e9a9-dc2f-4323-bc3e-fdce3b4ea85b,2022-11-17 00:00:00.000
13161,6307 Greenbelt Way,,London,14,W1Y 3RA,<memory at 0x0000022A99344AC0>,5a22130f-284d-48bd-ac53-350c11860919,2025-05-24 00:00:00.000
13162,8065 Sand Point Road,,Matraville,50,2036,<memory at 0x0000022A99344B80>,8ee517bc-5858-49b1-9914-d20120aa7d92,2024-07-03 00:00:00.000
13163,2430 Santa Lucia,,Lebanon,58,97355,<memory at 0x0000022A99344C40>,5d2c89aa-9fde-4ec9-b8a0-046fcb53597e,2025-03-18 00:00:00.000
13164,"80, avenue des Champs-ElysÃÂ©es",,Villeneuve-d'Ascq,145,59491,<memory at 0x0000022A99344D00>,d1b2b44f-b676-4d5c-b2b3-2b93149c497c,2024-12-20 10:09:29.423
13165,3711 Rollingwood Dr,,Redmond,79,98052,<memory at 0x0000022A99344DC0>,df75d543-526a-40f6-8e5a-bb0ee94d3449,2025-05-06 00:00:00.000
13166,8624 Valley Blvd.,,Newton,7,V2M1P1,<memory at 0x0000022A99344E80>,59d58022-512b-48b7-8c60-d6da4bf06ad6,2024-12-29 00:00:00.000
13167,7614 Heron Ct,,Gold Coast,64,4217,<memory at 0x0000022A99344F40>,6206c059-e192-43fb-8180-4899659b68fb,2024-09-18 00:00:00.000
13168,5980 Icicle Circle,Unit H,Lincoln Acres,9,91950,<memory at 0x0000022A99345000>,93606df6-1a5a-48da-bd65-ec617131a5f3,2025-05-20 00:00:00.000
13169,4500 Willow Dr.,,Oxford,14,OX14 4SE,<memory at 0x0000022A993450C0>,d8a7cc7e-5275-4b48-aba3-4171d93c90f0,2022-08-19 00:00:00.000
13170,5766 Newcastle Road,,Milwaukie,58,97222,<memory at 0x0000022A99345180>,57b8d5fa-b578-412f-8abd-c3aaf67f8d8d,2024-05-26 00:00:00.000
13171,7869 Sea Point Way,,Newcastle upon Tyne,14,NT20,<memory at 0x0000022A99345240>,78d94fc2-3b28-4570-b3a1-75f3cc13b3dc,2024-12-17 00:00:00.000
13172,Welt Platz 6,,SaarbrÃÂ¼cken,70,66001,<memory at 0x0000022A99345300>,19c398c5-32b3-4ab7-87b2-0e18e61fd8a5,2023-11-10 00:00:00.000
13173,5090 Pepper Way,,Beaverton,58,97005,<memory at 0x0000022A993453C0>,8bbb3ff5-8a02-439f-bddc-abfe475c9515,2022-12-10 00:00:00.000
13174,7 Olive St,,Olympia,79,98501,<memory at 0x0000022A99345480>,7cc63303-608a-4b10-b3a6-aa7065d43a91,2025-04-25 00:00:00.000
13175,"10bis, rue des Peupliers",,Les Ulis,177,91940,<memory at 0x0000022A99345540>,771fa182-e04a-49a2-947e-7a501de64a24,2024-12-20 10:09:29.423
13176,8869 C Olivera Rd,,Leeds,14,LE18,<memory at 0x0000022A99345600>,e3644340-9cdc-4a07-9d85-266db4d8762e,2023-09-26 00:00:00.000
13177,9068 Muir Road,,Los Angeles,9,90012,<memory at 0x0000022A993456C0>,5623192d-5345-42d6-8667-c4af9cf67f04,2022-10-06 00:00:00.000
13178,"211bis, rue des Peupliers",,Saint-Denis,179,93400,<memory at 0x0000022A99345780>,64748be4-b13d-4022-bc8b-162a336abce7,2024-12-20 10:09:29.423
13179,3514 Sunshine,,Kirkland,79,98033,<memory at 0x0000022A99345840>,868a5834-1d2c-4b0c-81a9-34e9c419b818,2025-04-21 00:00:00.000
13180,2578 South Creek Drive,,Findon,66,5023,<memory at 0x0000022A99345900>,5237bb6d-02a4-4416-ad5e-1e2678b45f98,2024-09-13 00:00:00.000
13181,5009 Orange Street,,Bremerton,79,98312,<memory at 0x0000022A993459C0>,9db5da4e-6c8c-4655-a75d-307913565793,2024-07-12 00:00:00.000
13182,2538 Stafford Ave,,Sunbury,77,3429,<memory at 0x0000022A99345A80>,10d40e44-4792-4115-ba26-6d310f455fa7,2024-11-03 00:00:00.000
13183,8467 Clifford Court,,Kirkland,79,98033,<memory at 0x0000022A99345B40>,68f58b0d-78a8-40aa-b51d-b1b9088dac77,2024-08-19 00:00:00.000
13184,Pflugstr 8515,,Frankfurt,19,60323,<memory at 0x0000022A99345C00>,87b4348e-c5a4-49cd-9b8a-b4cdacd936b5,2025-03-16 00:00:00.000
13185,4461 Centennial Way,,Burlingame,9,94010,<memory at 0x0000022A99345CC0>,d3d231a7-74b3-4515-b342-a1b17ce6193e,2023-03-29 00:00:00.000
13186,9241 St George Dr.,,Edmonds,79,98020,<memory at 0x0000022A99345D80>,67ef2963-4000-4fe5-8426-44deab54cf53,2024-11-01 00:00:00.000
13187,HÃÂ¶henstr 9479,,Berlin,70,14197,<memory at 0x0000022A99345E40>,8c66a3a7-d7ce-4659-b5f1-49ded245566b,2024-07-19 00:00:00.000
13188,5165 Wintergreen Court,,Orleans,131,45000,<memory at 0x0000022A99345F00>,6fb03631-ccff-44c4-97b1-16e2f1f82f79,2024-12-20 10:09:29.423
13189,1245 Clay Road,,Walla Walla,79,99362,<memory at 0x0000022A99345FC0>,dc1a9495-afdf-4e7f-ad39-e4c9751e1a9c,2024-12-03 00:00:00.000
13190,524 Sea Point Way,,Leeds,14,LE18,<memory at 0x0000022A99346080>,44c9fe44-c62e-4e64-8d07-d51043e8483e,2024-01-03 00:00:00.000
13191,"55, avenue de lÃÂ´ Union Centrale",,Saint Ouen,127,41100,<memory at 0x0000022A99346140>,85d6fc76-40cc-473a-a0a3-862a2912d1d0,2024-12-20 10:09:29.423
13192,5436 Clear,# 101,Wollongong,50,2500,<memory at 0x0000022A99346200>,f8151e48-a704-4320-814e-8e2de9015301,2022-09-20 00:00:00.000
13193,2313 B Southampton Rd,,Yakima,79,98901,<memory at 0x0000022A993462C0>,d578f924-526d-4272-a543-7ff7348f2084,2022-12-25 00:00:00.000
13194,"600, avenue des Laurentides",,Tremblay-en-France,179,93290,<memory at 0x0000022A99346380>,8393324c-9493-4a83-b013-73636fa6f034,2024-12-20 10:09:29.423
13195,137 Lancelot Dr,,Issaquah,79,98027,<memory at 0x0000022A99346440>,c81904b2-0e42-4ed7-8d19-862547701ebf,2022-11-10 00:00:00.000
13196,Klara StraÃÅ¸e 22,,Hannover,53,30601,<memory at 0x0000022A99346500>,cb906673-dd5e-46ff-8109-545490452578,2024-08-31 00:00:00.000
13197,1870 Holland Circle,,Cloverdale,66,6105,<memory at 0x0000022A993465C0>,d747ce24-e569-4f43-83dc-f801008898e4,2024-03-03 00:00:00.000
13198,9922 Hawthorne Dr,,Bremerton,79,98312,<memory at 0x0000022A99346680>,9df159a6-9fc5-457f-ab7d-c6be0ea4834d,2025-06-07 00:00:00.000
13199,6834 Violetta,,Sydney,50,1002,<memory at 0x0000022A99346740>,f15d709a-a79a-457f-ba20-58fcac82f3da,2025-01-28 00:00:00.000
13200,8000 Crane Court,,Bellingham,79,98225,<memory at 0x0000022A99346800>,b5d0d2d5-9c6c-4c14-a75a-b7c85ea557f0,2024-11-05 00:00:00.000
13201,5636 Mt. Whitney Dr.,,Berkeley,9,94704,<memory at 0x0000022A993468C0>,843c4487-e936-4456-bf6d-c34a660dc87d,2023-06-29 00:00:00.000
13202,1584 S. Forest Hill,,Roncq,145,59223,<memory at 0x0000022A99346980>,a2526fd8-8534-47e4-9c02-44919b2ffbb3,2024-12-20 10:09:29.423
13203,8040 Erie Dr,6 Monteira,Beaverton,58,97005,<memory at 0x0000022A99346A40>,3e46bf4d-c7a3-45d3-83b5-daffb602d4d6,2024-09-27 00:00:00.000
13204,9027 Alan Dr,,Cliffside,7,V8Y 1L1,<memory at 0x0000022A99346B00>,e4ebe7e6-5972-4589-996a-bdd2aeb67b27,2024-11-05 00:00:00.000
13205,Pascalstr 4,,Frankfurt am Main,20,60082,<memory at 0x0000022A99346BC0>,4aa85a3c-da35-4f28-9b7c-ef3086824cd5,2023-08-07 00:00:00.000
13206,9322 Driving Drive,,Olympia,79,98501,<memory at 0x0000022A99346C80>,c5d33ee0-ebf5-4b91-99f5-6464467e13e6,2024-09-21 00:00:00.000
13207,564 Greenwood Place,,Chula Vista,9,91910,<memory at 0x0000022A99346D40>,4a5238b6-83e5-4eb4-835e-7c006ce11dbc,2024-11-09 00:00:00.000
13208,3768 Door Way,,Oakland,9,94611,<memory at 0x0000022A99346E00>,e2904e08-1643-4702-ad48-93dd39b08a92,2025-06-13 00:00:00.000
13209,Am Kreuz 999,,Ingolstadt,8,85049,<memory at 0x0000022A99346EC0>,313bb243-551a-4d02-8971-cd22b1fe68fa,2025-01-02 00:00:00.000
13210,5263 Etcheverry Dr,,Berkeley,9,94704,<memory at 0x0000022A99346F80>,3dd03bea-0cd3-455e-9ddc-cc5e7185c331,2025-03-07 00:00:00.000
13211,1378 String Dr,,Salem,58,97301,<memory at 0x0000022A99347040>,ffeb8433-29cb-4b89-bfda-d22aab428002,2025-01-07 00:00:00.000
13212,3127 El Camino Drive,,Milwaukie,58,97222,<memory at 0x0000022A99347100>,394d90eb-7b55-4a04-906d-88caa6ea7066,2024-10-07 00:00:00.000
13213,9495 Limewood Place,,Burlingame,9,94010,<memory at 0x0000022A993471C0>,5b43dc1e-e4c6-4354-bf81-0b79ba500c90,2024-10-13 00:00:00.000
13214,4155 Star Dr,,Long Beach,9,90802,<memory at 0x0000022A99347280>,1dd04cdf-5989-4626-b063-004d0b19c7d3,2024-08-10 00:00:00.000
13215,Auf den Kuhlen StraÃÅ¸e 765,,Kassel,19,34117,<memory at 0x0000022A99347340>,d8a02fb6-0462-489e-895d-4d0f5dc98583,2025-04-11 00:00:00.000
13216,Heiderweg 4983,,Essen,20,45001,<memory at 0x0000022A99347400>,67b6944f-6bc1-415a-91d7-4c566bdbabcd,2023-11-01 00:00:00.000
13217,778 Kingsford Dr,,Woodburn,58,97071,<memory at 0x0000022A993474C0>,bf5888c1-6f6f-44d0-92e5-41decaa14380,2024-10-22 00:00:00.000
13218,5691 Coldwater Drive,,Oakland,9,94611,<memory at 0x0000022A99347580>,c8fe1b5d-f512-4304-931a-6948a230c41d,2025-03-20 00:00:00.000
13219,7255 Virginia Hills Drive,,Issaquah,79,98027,<memory at 0x0000022A99347640>,463d77e4-427f-4731-8674-29b2d8d7cd4f,2024-10-07 00:00:00.000
13220,2423 Garland Drive,,Burien,79,98168,<memory at 0x0000022A99347700>,64ac66c7-2ea3-440c-bd5a-7eb21b90cf3a,2024-08-06 00:00:00.000
13221,287 Firestone Drive,,Salem,58,97301,<memory at 0x0000022A993477C0>,72d1fb27-4b90-49bf-850c-2075b6c9bd8b,2024-11-14 00:00:00.000
13222,Kulmer StraÃÅ¸e 3646,,Berlin,70,14197,<memory at 0x0000022A99347880>,86cd18d6-4ea9-44b0-8872-2534d7e797fb,2024-07-10 00:00:00.000
13223,2983 Carlisle Way,,Palo Alto,9,94303,<memory at 0x0000022A99347940>,8bd765d6-1ba2-47cd-a696-b659772f449c,2024-10-24 00:00:00.000
13224,1315 Norse Drive,,Victoria,7,V8V,<memory at 0x0000022A99347A00>,594ead9c-33e8-4822-a0e0-95549630c114,2024-11-06 00:00:00.000
13225,6473 Clay Way,,Peterborough,14,PB12,<memory at 0x0000022A99347AC0>,683f3cf2-0b03-4a21-b0ca-9c2c0dd074a9,2024-07-06 00:00:00.000
13226,"111, rue Maillard",,Versailles,164,78000,<memory at 0x0000022A99347B80>,27c80cf4-2bbd-494b-914a-47f54c0d4a16,2024-12-20 10:09:29.423
13227,4265 Boxwood Dr,,Beaverton,58,97005,<memory at 0x0000022A99347C40>,c3da592a-8a77-4613-aac9-92cea8f424ca,2025-05-19 00:00:00.000
13228,2850 D Bel Air Dr,,Cliffside,7,V8Y 1L1,<memory at 0x0000022A99347D00>,4a24553b-1386-491d-9159-01c5e8e3ac94,2024-09-25 00:00:00.000
13229,6055 Broadway Street,,Beverly Hills,9,90210,<memory at 0x0000022A99347DC0>,e0f7c1df-d876-4f23-be54-140939d29ba7,2025-04-17 00:00:00.000
13230,7550 Carzino Ct,# 1,Seattle,79,98104,<memory at 0x0000022A99347E80>,e5c88f87-e736-4643-abb4-fe968b69fd8e,2024-09-03 00:00:00.000
13231,3664 Ravenwood,,La Jolla,9,92806,<memory at 0x0000022A99347F40>,508914df-a989-4a7d-bda0-3110d7370d2e,2025-02-16 00:00:00.000
13232,5414 Camel Place,,Lynnwood,79,98036,<memory at 0x0000022A99354040>,4819e83b-d7a0-4b0f-a716-4d0e8847adcf,2023-06-25 00:00:00.000
13233,Platz des Landtags 33,,Frankfurt,19,60323,<memory at 0x0000022A99354100>,07820c0e-8383-4708-a0cc-ae881f7d593d,2024-04-07 00:00:00.000
13234,1880 Birchwood,,Matraville,50,2036,<memory at 0x0000022A993541C0>,234dc106-997d-47e2-9912-82ddbf872112,2024-08-06 00:00:00.000
13235,2110 Elm St.,,Malabar,50,2036,<memory at 0x0000022A99354280>,242e2bdc-c11f-4f6a-90e2-dbcedc056a50,2024-07-23 00:00:00.000
13236,Potsdamer StraÃÅ¸e 939,,Frankfurt,19,60323,<memory at 0x0000022A99354340>,d040a79e-caf7-4fdb-a634-3ce411963739,2025-03-05 00:00:00.000
13237,7350 Pine,,Lane Cove,50,1597,<memory at 0x0000022A99354400>,d591b558-ae4e-454e-a37c-ed98587c210e,2024-10-04 00:00:00.000
13238,"740, allÃÂ©e des Princes",,Cergy,181,95000,<memory at 0x0000022A993544C0>,13f91485-0f3d-46b3-b188-6d265ce3f9fd,2024-12-20 10:09:29.423
13239,6441 Kathleen Drive,,Portland,58,97205,<memory at 0x0000022A99354580>,fe682001-e4c4-4c11-b7af-a98b248463f0,2023-10-15 00:00:00.000
13240,3064 Fern Leaf Lane,,Burlingame,9,94010,<memory at 0x0000022A99354640>,735a09da-ba85-4163-84c4-dcf7fcc42d6a,2024-08-07 00:00:00.000
13241,7833 Cook Pkwy,,London,14,W1V 5RN,<memory at 0x0000022A99354700>,364e54ae-c842-4e35-bb53-3ca82aba2c46,2024-06-19 00:00:00.000
13242,1971 Cleveland Ave.,,Bendigo,77,3550,<memory at 0x0000022A993547C0>,0923b7b9-4da3-452a-be14-2870130c5a20,2024-03-07 00:00:00.000
13243,"188, rue de Cambrai",,Versailles,164,78000,<memory at 0x0000022A99354880>,65c4ddf0-9843-4916-bd78-e3b618e6f285,2024-12-20 10:09:29.423
13244,7509 San Cristobal,,Cliffside,7,V8Y 1L1,<memory at 0x0000022A99354940>,16a9bc2c-0417-47e7-876d-1d17e64ad6c9,2024-09-23 00:00:00.000
13245,5333 D St.,,Fremont,9,94536,<memory at 0x0000022A99354A00>,a56537e2-21ab-4212-ae7d-8cd8b4b59571,2023-08-26 00:00:00.000
13246,"70, allÃÂ©e des Princes",,Boulogne-sur-Mer,148,62200,<memory at 0x0000022A99354AC0>,b8c09f8c-cef3-4b39-a294-5fcd2ed82b58,2024-12-20 10:09:29.423
13247,5119 Valley Run,,Yakima,79,98901,<memory at 0x0000022A99354B80>,3aa2d49f-53eb-46f7-a37c-00e760c0107a,2024-08-25 00:00:00.000
13248,3197 Winterglenn Way,,Westminster,7,V3L 1E7,<memory at 0x0000022A99354C40>,2188cb19-f856-4ef9-b2ad-aa12c2d604e4,2024-08-25 00:00:00.000
13249,3237 Meager Dr,,San Francisco,9,94109,<memory at 0x0000022A99354D00>,8c90a390-d24a-432b-a664-99c89f367289,2024-03-18 00:00:00.000
13250,1569 Eagle Ct,,Concord,9,94519,<memory at 0x0000022A99354DC0>,cde77d62-2161-4f87-a89c-bd17ae643354,2025-04-29 00:00:00.000
13251,"333, rue de Linois",,Orleans,131,45000,<memory at 0x0000022A99354E80>,675c2931-af4e-4b39-8840-b912b5f363e8,2024-12-20 10:09:29.423
13252,4519 Lydia Lane,,Stoke-on-Trent,14,AS23,<memory at 0x0000022A99354F40>,b8210ac4-57f5-4fd0-a459-6d6b60a797a1,2023-06-11 00:00:00.000
13253,5760 Las Palmas,,Kirkland,79,98033,<memory at 0x0000022A99355000>,11d539d7-99c6-43b6-be56-c958fee42692,2025-03-25 00:00:00.000
13254,"47, rue de Linois",,Les Ulis,177,91940,<memory at 0x0000022A993550C0>,da00d854-38ff-4513-bfb9-c7d72d05ee20,2024-12-20 10:09:29.423
13255,8964 Sanford St,,Royal Oak,7,V8X,<memory at 0x0000022A99355180>,a70356fd-d3e2-4799-8bec-d8976f6f38be,2025-03-29 00:00:00.000
13256,243 Pine Dr,,Matraville,50,2036,<memory at 0x0000022A99355240>,fce11c28-ab1a-4b96-be28-d0f173c6ed31,2024-07-26 00:00:00.000
13257,460 Skyline Dr,,Royal Oak,7,V8X,<memory at 0x0000022A99355300>,9b2fe137-9cf7-4403-93bf-79ff84388bb6,2024-09-27 00:00:00.000
13258,6306 Manila Ave.,,Hobart,71,7001,<memory at 0x0000022A993553C0>,3a90443f-2a22-4c3e-a234-206c84a8181c,2025-01-15 00:00:00.000
13259,Zeiter Weg 9963,,Erlangen,8,91054,<memory at 0x0000022A99355480>,afcbbf3c-4f09-4745-98a8-eb4421994e32,2023-08-13 00:00:00.000
13260,7820 S. Rising Ave,,Spokane,79,99202,<memory at 0x0000022A99355540>,7b793706-9091-48bf-a4e4-aafd11880e92,2025-04-24 00:00:00.000
13261,"879, rue des Ecoles",,Pantin,179,93500,<memory at 0x0000022A99355600>,ca5e5e8b-457a-4e34-8d9d-721941888fdf,2024-12-20 10:09:29.423
13262,"45, avenue de la Gare",,Les Ulis,177,91940,<memory at 0x0000022A993556C0>,77b106d6-648e-4f62-bf4a-4fb0a876cbd8,2024-12-20 10:09:29.423
13263,6076 Citrus Ave,,Brisbane,64,4000,<memory at 0x0000022A99355780>,5e029a5b-0815-4728-bcd7-7c363b6b7233,2024-11-21 00:00:00.000
13264,2226 Cleveland Avenue,,Santa Monica,9,90401,<memory at 0x0000022A99355840>,c9f262dd-9fdc-4217-a48d-4385bd4b319f,2022-06-01 00:00:00.000
13265,3249 E Lane,,Hervey Bay,64,4655,<memory at 0x0000022A99355900>,bc7b2d67-e588-4416-873c-c627979d7647,2023-11-05 00:00:00.000
13266,8594 Veracruz,,Esher-Molesey,14,EM15,<memory at 0x0000022A993559C0>,7dbac6fa-8fb9-4fb7-9e27-516a1b170577,2024-08-18 00:00:00.000
13267,2962 Ana Mile,,Brisbane,64,4000,<memory at 0x0000022A99355A80>,3555b11a-02c6-4b24-ace3-fb233fb073a1,2025-05-08 00:00:00.000
13268,7870 Orangewood Dr.,,Bracknell,14,RG12 8TB,<memory at 0x0000022A99355B40>,6cf5a689-2955-4c22-8f7c-ca564b10a2a0,2025-05-11 00:00:00.000
13269,Brunnenstr 75,,Paderborn,20,33041,<memory at 0x0000022A99355C00>,68e9a291-ead2-4db3-a74e-bd39d11be03b,2024-10-16 00:00:00.000
13270,598 Limeridge Drive,,Rockhampton,64,4700,<memory at 0x0000022A99355CC0>,ec88505d-5f40-4fcd-aa4f-fef49fec3d46,2022-11-23 00:00:00.000
13271,9875 Grant St,,Coffs Harbour,50,2450,<memory at 0x0000022A99355D80>,578d48b0-1a29-43d7-997f-687bdfefa525,2023-11-12 00:00:00.000
13272,Heidestieg StraÃÅ¸e 8664,,Essen,20,45001,<memory at 0x0000022A99355E40>,ca0c6ee2-c8b0-4ef5-91d9-be4e1afbc322,2024-04-24 00:00:00.000
13273,"995, rue de Courtaboeuf",,Boulogne-sur-Mer,148,62200,<memory at 0x0000022A99355F00>,e6048b12-f6b6-4b30-95c0-ffaa78de1cab,2024-12-20 10:09:29.423
13274,4789 Estrada,,Portland,58,97205,<memory at 0x0000022A99355FC0>,530d7130-625b-4ed1-8ed1-240bdbf8c619,2025-03-27 00:00:00.000
13275,4322 Cobblestone Ct,,Vancouver,7,V7L 4J4,<memory at 0x0000022A99356080>,962289e1-e6dc-4bdc-b096-d4d42cf1f827,2024-07-26 00:00:00.000
13276,9489 Anderson Way,,Redwood City,9,94063,<memory at 0x0000022A99356140>,4016f6ea-3019-4d33-9e1b-6e1e7fbabdd9,2023-09-15 00:00:00.000
13277,9275 Westwood Way,,Royal Oak,7,V8X,<memory at 0x0000022A99356200>,154493f8-49bd-4db8-bc2e-840bea4ce44a,2024-11-04 00:00:00.000
13278,Husemann StraÃÅ¸e 9514,,Dresden,19,01071,<memory at 0x0000022A993562C0>,f8107d58-e01e-4f3b-ab20-0ea077ecef36,2023-08-20 00:00:00.000
13279,2313 Santa Cruz Drive,,Darlinghurst,50,2010,<memory at 0x0000022A99356380>,4f7df008-f786-407a-81a2-fd64272cc664,2025-01-17 00:00:00.000
13280,7353 Algiers Drive,,Langford,7,V9,<memory at 0x0000022A99356440>,7afb91ff-767e-4235-a348-14e6d1aeda27,2024-06-12 00:00:00.000
13281,Winterfeldtstr 3539,,Berlin,70,14197,<memory at 0x0000022A99356500>,b2128a80-0037-4d28-8397-88668c2b3bcb,2024-11-07 00:00:00.000
13282,3884 Bates Court,,Maidenhead,14,SL67RJ,<memory at 0x0000022A993565C0>,a47bf1ba-8207-4d7b-b37d-74f8f80409d1,2024-07-26 00:00:00.000
13283,7393 N Ranchford Court,,Westminster,7,V3L 1E7,<memory at 0x0000022A99356680>,2dd81f76-fd6e-4df7-a8f1-d17b476f439e,2024-10-13 00:00:00.000
13284,"851, rue Henri Gagnon",,Paris,161,75012,<memory at 0x0000022A99356740>,36d6509f-a525-43f2-b088-d8131d209567,2024-12-20 10:09:29.423
13285,8380 Forte Way,,Sooke,7,V0,<memory at 0x0000022A99356800>,1452439b-4243-4ba6-bf3c-b952f19c3d7c,2023-08-27 00:00:00.000
13286,8675 Mildred Avenue,,Marysville,79,98270,<memory at 0x0000022A993568C0>,7ba0ea48-7072-492a-8551-063e2d75689f,2025-01-19 00:00:00.000
13287,"663, rue des Ecoles",,Courbevoie,178,92400,<memory at 0x0000022A99356980>,2a64f853-4501-4c5a-b96d-13de89db042a,2024-12-20 10:09:29.423
13288,9916 Walnut Blvd.,,Yakima,79,98901,<memory at 0x0000022A99356A40>,37359ff7-f8cd-417e-ab69-1ae7c14d3868,2023-08-13 00:00:00.000
